"businesses__id","businesses__alias","businesses__name","businesses__image_url","businesses__is_closed","businesses__url","businesses__review_count","businesses__categories__alias","businesses__categories__title","businesses__rating","businesses__coordinates__latitude","businesses__coordinates__longitude","businesses__transactions__001","businesses__transactions__002","businesses__price","businesses__location__address1","businesses__location__address2","businesses__location__address3","businesses__location__city","businesses__location__zip_code","businesses__location__country","businesses__location__state","businesses__location__display_address__001","businesses__location__display_address__002","businesses__location__display_address__003","businesses__location__display_address__004","businesses__phone","businesses__display_phone","businesses__distance","total","region__center__longitude","region__center__latitude"
"QndIlA4PM3RUKvCz_KlZQQ","sumits-yoga-dtc-inverness-englewood-2","Sumits Yoga DTC/Inverness","https://s3-media3.fl.yelpcdn.com/bphoto/DXq7YjX-TgkUHM0ptxa1qg/o.jpg","False","https://www.yelp.com/biz/sumits-yoga-dtc-inverness-englewood-2?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","27","yoga","Yoga","5.0","39.5794429850373","-104.87243419472","","","","10111 Inverness Main","Ste A-1","","Englewood","80112","US","CO","10111 Inverness Main","Ste A-1","Englewood, CO 80112","","+17203896528","(720) 389-6528","19269.697197512865","1200","-104.97024536132812","39.73552421220229"
"yE4oKc8ExPKHjaSNk716qQ","colorado-sightseer-denver","Colorado Sightseer","https://s3-media2.fl.yelpcdn.com/bphoto/_ECXTnnrxKLNN51beArB9g/o.jpg","False","https://www.yelp.com/biz/colorado-sightseer-denver?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","59","tours","Tours","5.0","39.706242","-104.921492","","","","600 South Holly St","Ste 200","","Denver","80246","US","CO","600 South Holly St","Ste 200","Denver, CO 80246","","+13034238200","(303) 423-8200","5290.416236463987","","",""
"","","","","","","","hiking","Hiking","","","","","","","","","","","","","","","","","","","","","","",""
"4swZW8qbOzNYjWEEasFpyw","rocky-mountain-flex-fitness-denver","Rocky Mountain Flex Fitness","https://s3-media4.fl.yelpcdn.com/bphoto/iyr5WjUkFdZcnAQkEhaNVw/o.jpg","False","https://www.yelp.com/biz/rocky-mountain-flex-fitness-denver?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","16","healthtrainers","Trainers","5.0","39.7179840532226","-104.998981294269","","","","900 W 1st Ave","Unit 170","","Denver","80223","US","CO","900 W 1st Ave","Unit 170","Denver, CO 80223","","+17205506347","(720) 550-6347","3137.3970162931696","","",""
"","","","","","","","gyms","Gyms","","","","","","","","","","","","","","","","","","","","","","",""
"1h0et9vbyPYe_ybjaLHTCA","whole-body-barre-denver","Whole Body Barre","https://s3-media2.fl.yelpcdn.com/bphoto/3gfzSHX-yBbyw1cOOILuhw/o.jpg","False","https://www.yelp.com/biz/whole-body-barre-denver?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","16","barreclasses","Barre Classes","5.0","39.702980434913755","-104.95965437276477","","","","747 S University Ave","null","","Denver","80209","US","CO","747 S University Ave","Denver, CO 80209","","","+17209363667","(720) 936-3667","3730.3523625091534","","",""
"","","","","","","","yoga","Yoga","","","","","","","","","","","","","","","","","","","","","","",""
"uOEfROBNgBsbmaMFz6baZA","clear-creek-rafting-co-idaho-springs-3","Clear Creek Rafting Co.","https://s3-media1.fl.yelpcdn.com/bphoto/kx-Sxmu8cPei6qmyruMuhw/o.jpg","False","https://www.yelp.com/biz/clear-creek-rafting-co-idaho-springs-3?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","289","rafting","Rafting/Kayaking","5.0","39.743347","-105.479512","","","","350 Whitewater Rd","null","","Idaho Springs","80452","US","CO","350 Whitewater Rd","Idaho Springs, CO 80452","","","+13035671000","(303) 567-1000","43540.54345233509","","",""
"g0xBysiOo57Dfg-3Grshuw","puzzle-effect-denver-northglenn","Puzzle Effect - Denver","https://s3-media2.fl.yelpcdn.com/bphoto/Xjs7CLYb7FjwcxPtAOtz9w/o.jpg","False","https://www.yelp.com/biz/puzzle-effect-denver-northglenn?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","92","escapegames","Escape Games","5.0","39.9086475","-104.9965651","","","","11674 Huron St","Ste 300","","Northglenn","80234","US","CO","11674 Huron St","Ste 300","Northglenn, CO 80234","","+17203797656","(720) 379-7656","19361.688149869824","","",""
"o6feWspKCNPEcw8tYx9J-A","container-collective-yoga-lakewood-3","Container Collective Yoga","https://s3-media2.fl.yelpcdn.com/bphoto/1uX_gyhBoPWCVQ7KNYje3Q/o.jpg","False","https://www.yelp.com/biz/container-collective-yoga-lakewood-3?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","51","yoga","Yoga","5.0","39.7397063849859","-105.087071036124","","","","1492 Ammons St","","","Lakewood","80214","US","CO","1492 Ammons St","Lakewood, CO 80214","","","","","10000.182157120424","","",""
"ndLz6NdFx6N6SpTHL62JCg","one-shot-back-denver","One Shot Back","https://s3-media2.fl.yelpcdn.com/bphoto/UXOOlG__1mQ0A7PlqwChUw/o.jpg","False","https://www.yelp.com/biz/one-shot-back-denver?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","20","golf","Golf","5.0","39.75209","-104.98796","","","","2134 Curtis St","Unit 101","","Denver","80205","US","CO","2134 Curtis St","Unit 101","Denver, CO 80205","","+17205246353","(720) 524-6353","2387.3221163139096","","",""
"","","","","","","","cocktailbars","Cocktail Bars","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","sportsbars","Sports Bars","","","","","","","","","","","","","","","","","","","","","","",""
"NtS_3N2G9PlXvK-IuAdA0A","the-river-yoga-sunnyside-denver","The River Yoga - Sunnyside","https://s3-media2.fl.yelpcdn.com/bphoto/lEh3YFPRHEafggcfWGOyRg/o.jpg","False","https://www.yelp.com/biz/the-river-yoga-sunnyside-denver?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","5","yoga","Yoga","5.0","39.77274936542072","-104.99890208854359","","","","4055 Inca St","Ste 100","Sunnyside Studio","Denver","80211","US","CO","4055 Inca St","Ste 100","Sunnyside Studio","Denver, CO 80211","+17209123760","(720) 912-3760","4809.845990957159","","",""
"SBQeUrzWK-J1c6d53cgeQw","victoria-sailing-school-denver-2","Victoria Sailing School","https://s3-media1.fl.yelpcdn.com/bphoto/sjHZeud0vRKCQzIqebA5DQ/o.jpg","False","https://www.yelp.com/biz/victoria-sailing-school-denver-2?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","5","boating","Boating","5.0","39.6847885","-104.9427625","","","","1776 S Jackson St","","","Denver","80210","US","CO","1776 S Jackson St","Denver, CO 80210","","","+13036977433","(303) 697-7433","6111.775161057519","","",""
"oOYMRZVoWFnotCB-xLNftw","coral-key-scuba-and-travel-arvada","Coral Key Scuba & Travel","https://s3-media1.fl.yelpcdn.com/bphoto/KNcHZikMna4GwAFQmuEvjw/o.jpg","False","https://www.yelp.com/biz/coral-key-scuba-and-travel-arvada?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","5","scuba","Scuba Diving","5.0","39.81789","-105.08091","","","$$","6680 Wadsworth Blvd","","","Arvada","80003","US","CO","6680 Wadsworth Blvd","Arvada, CO 80003","","","+13034315911","(303) 431-5911","13172.391685913943","","",""
"","","","","","","","snorkeling","Snorkeling","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","diveshops","Dive Shops","","","","","","","","","","","","","","","","","","","","","","",""
"Bkbu7tyDYxP2ymJeAtuXwA","front-range-anglers-boulder","Front Range Anglers","https://s3-media3.fl.yelpcdn.com/bphoto/5LwRY4Tj3Pzk7vii9Kcfbw/o.jpg","False","https://www.yelp.com/biz/front-range-anglers-boulder?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","53","outdoorgear","Outdoor Gear","5.0","40.0208","-105.26436","","","$$","2344 Pearl St","","","Boulder","80302","US","CO","2344 Pearl St","Boulder, CO 80302","","","+18779352975","(877) 935-2975","40458.61495295221","","",""
"","","","","","","","fishing","Fishing","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","huntingfishingsupplies","Hunting & Fishing Supplies","","","","","","","","","","","","","","","","","","","","","","",""
"6PaGAzef9jw_j-G3SLa05Q","hot-mamas-exercise-studio-denver","Hot Mamas Exercise Studio","https://s3-media1.fl.yelpcdn.com/bphoto/UrhSx60k-dareT5yRNu7-w/o.jpg","False","https://www.yelp.com/biz/hot-mamas-exercise-studio-denver?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","43","gyms","Gyms","5.0","39.7397603","-104.960022","","","","2260 E Colfax Ave","","","Denver","80206","US","CO","2260 E Colfax Ave","Denver, CO 80206","","","+13032849150","(303) 284-9150","992.9921821614842","","",""
"h5AZvk0p80dr-v8X9MFfOg","raft-masters-canon-city","Raft Masters","https://s3-media2.fl.yelpcdn.com/bphoto/9fFPkhFQJVR262nJnJ3e_g/o.jpg","False","https://www.yelp.com/biz/raft-masters-canon-city?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","105","rafting","Rafting/Kayaking","5.0","38.4469337463379","-105.213470458984","","","","2315 E Main St","","","Canon City","81212","US","CO","2315 E Main St","Canon City, CO 81212","","","+17192756645","(719) 275-6645","144811.59778154813","","",""
"-PsxRh3RaXCn_KiAuo-qUg","mikes-bikes-denver-east-denver","Mike's Bikes Denver East","https://s3-media4.fl.yelpcdn.com/bphoto/lNwhn2pEgJ0WpKvfHJ1POQ/o.jpg","False","https://www.yelp.com/biz/mikes-bikes-denver-east-denver?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","19","bikes","Bikes","5.0","39.7311204","-104.9384549","","","","821 N Ash St","null","","Denver","80220","US","CO","821 N Ash St","Denver, CO 80220","","","+17205739988","(720) 573-9988","2795.5497753383775","","",""
"","","","","","","","mountainbiking","Mountain Biking","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","bike_repair_maintenance","Bike Repair/Maintenance","","","","","","","","","","","","","","","","","","","","","","",""
"bawK-Mx7Ej93w9dgwWYmyQ","adventure-west-river-tube-and-ebike-rentals-golden-3","Adventure West River Tube and EBike Rentals","https://s3-media3.fl.yelpcdn.com/bphoto/olHp3Atjbn8zvwmuNHjitw/o.jpg","False","https://www.yelp.com/biz/adventure-west-river-tube-and-ebike-rentals-golden-3?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","52","tubing","Tubing","5.0","39.759230602314034","-105.2197779","","","","423 10th Street Rear","null","","Golden","80401","US","CO","423 10th Street Rear","Golden, CO 80401","","","+17207221645","(720) 722-1645","21495.8844472614","","",""
"","","","","","","","bikerentals","Bike Rentals","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","rafting","Rafting/Kayaking","","","","","","","","","","","","","","","","","","","","","","",""
"hINjn7RO8I3Jw9b64l4vHw","colorado-wilderness-corporate-and-teams-boulder-5","Colorado Wilderness Corporate & Teams","https://s3-media2.fl.yelpcdn.com/bphoto/_nmVZ9LFizbjg6ejmt3YRQ/o.jpg","False","https://www.yelp.com/biz/colorado-wilderness-corporate-and-teams-boulder-5?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","14","hiking","Hiking","5.0","40.07325","-105.2009","","","","6560 Odell Pl","Unit D","null","Boulder","80301","US","CO","6560 Odell Pl","Unit D","Boulder, CO 80301","","+17202429828","(720) 242-9828","42401.58513921247","","",""
"","","","","","","","rafting","Rafting/Kayaking","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","rock_climbing","Rock Climbing","","","","","","","","","","","","","","","","","","","","","","",""
"QS3hn9zxDNCfiXRuwXOQCw","royal-gorge-rafting-and-zip-line-tours-cañon-city-2","Royal Gorge Rafting And Zip Line Tours","https://s3-media1.fl.yelpcdn.com/bphoto/MkZYIimtcekoFAyZ8KGmfA/o.jpg","False","https://www.yelp.com/biz/royal-gorge-rafting-and-zip-line-tours-ca%C3%B1on-city-2?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","452","rafting","Rafting/Kayaking","5.0","38.4965507142973","-105.317600363159","","","","45045 W US Hwy 50","","","Cañon City","81212","US","CO","45045 W US Hwy 50","Cañon City, CO 81212","","","+17192757238","(719) 275-7238","140988.62070741956","","",""
"","","","","","","","zipline","Ziplining","","","","","","","","","","","","","","","","","","","","","","",""
"wOlSxnDmihaOejN1xtlB4A","lookout-mountain-nature-center-golden","Lookout Mountain Nature Center","https://s3-media3.fl.yelpcdn.com/bphoto/OBXgJLgFZ43DR6A5U71-MA/o.jpg","False","https://www.yelp.com/biz/lookout-mountain-nature-center-golden?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","9","parks","Parks","5.0","39.7295","-105.24428","","","","910 Colorow Rd","","","Golden","80401","US","CO","910 Colorow Rd","Golden, CO 80401","","","+17204977600","(720) 497-7600","23769.786375142103","","",""
"","","","","","","","hiking","Hiking","","","","","","","","","","","","","","","","","","","","","","",""
"Nwxqg_7cpj5mWni_EKSd2g","little-kickers-swim-school-denver","Little Kickers Swim School","https://s3-media3.fl.yelpcdn.com/bphoto/bioFzfLIaPqESpEWLAAwTQ/o.jpg","False","https://www.yelp.com/biz/little-kickers-swim-school-denver?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","121","swimminglessons","Swimming Lessons/Schools","5.0","39.6904928851736","-104.922988772491","","","","1423 S Holly St","","null","Denver","80222","US","CO","1423 S Holly St","Denver, CO 80222","","","+17206081590","(720) 608-1590","6435.204673517052","","",""
"5YA0PBWvhIYUjoKmkr9wFQ","backbone-adventures-estes-park-2","Backbone Adventures","https://s3-media2.fl.yelpcdn.com/bphoto/td782pmxBUTNdqlEj2-iBg/o.jpg","False","https://www.yelp.com/biz/backbone-adventures-estes-park-2?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","155","atvrentals","ATV Rentals/Tours","5.0","40.38041","-105.49122","","","","1851 N Lake Ave","","","Estes Park","80517","US","CO","1851 N Lake Ave","Estes Park, CO 80517","","","+19702355045","(970) 235-5045","84296.45478200901","","",""
"","","","","","","","motorcycle_rental","Motorcycle Rental","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","tours","Tours","","","","","","","","","","","","","","","","","","","","","","",""
"gFQWmep7lQPk11ecme7lrA","a-wanderlust-adventure-laporte-2","A Wanderlust Adventure","https://s3-media1.fl.yelpcdn.com/bphoto/b9E8uYzpdr3BnDTiQex8Sw/o.jpg","False","https://www.yelp.com/biz/a-wanderlust-adventure-laporte-2?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","53","rafting","Rafting/Kayaking","5.0","40.6329727172852","-105.153793334961","","","","4120 W County Rd 54G","","","Laporte","80535","US","CO","4120 W County Rd 54G","Laporte, CO 80535","","","+19704821995","(970) 482-1995","101014.36643808511","","",""
"sX5RiMQpmOHejCvAk3iBKA","orangetheory-fitness-lafayette-lafayette-3","Orangetheory Fitness - Lafayette","https://s3-media4.fl.yelpcdn.com/bphoto/OmeG7aYEAYORn47VP_e7ew/o.jpg","False","https://www.yelp.com/biz/orangetheory-fitness-lafayette-lafayette-3?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","13","healthtrainers","Trainers","5.0","39.9852567791933","-105.09653434395","","","","1455 Coal Creek Dr","","null","Lafayette","80026","US","CO","1455 Coal Creek Dr","Lafayette, CO 80026","","","+17206138818","(720) 613-8818","29787.708777751366","","",""
"","","","","","","","gyms","Gyms","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","bootcamps","Boot Camps","","","","","","","","","","","","","","","","","","","","","","",""
"QITiJ6TLroCDPVtCDp-LtA","soul-tree-yoga-lafayette","Soul Tree Yoga","https://s3-media2.fl.yelpcdn.com/bphoto/Nr1td2gJlp0x0D9gCqbuig/o.jpg","False","https://www.yelp.com/biz/soul-tree-yoga-lafayette?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","26","yoga","Yoga","5.0","39.98749","-105.10717","","","","1280 Centaur Village Dr","","","Lafayette","80026","US","CO","1280 Centaur Village Dr","Lafayette, CO 80026","","","+13036658134","(303) 665-8134","30358.946182837728","","",""
"Y4Ui2UTAHniolFxho9GzKw","altitude-paddleboards-englewood","Altitude Paddleboards","https://s3-media1.fl.yelpcdn.com/bphoto/XPlMoXNXNjYA0Vj5BoJKCQ/o.jpg","False","https://www.yelp.com/biz/altitude-paddleboards-englewood?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","17","paddleboarding","Paddleboarding","5.0","39.66427","-104.99314","","","","2884 S Elati St","Unit B","","Englewood","80110","US","CO","2884 S Elati St","Unit B","Englewood, CO 80110","","+17208104142","(720) 810-4142","8151.296325836915","","",""
"","","","","","","","surfing","Surfing","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","yoga","Yoga","","","","","","","","","","","","","","","","","","","","","","",""
"MDl4OYEVeCtyY3V9tC6BmA","better-buzz-yoga-denver","Better Buzz Yoga","https://s3-media2.fl.yelpcdn.com/bphoto/k7IeaxTzckgghuTBIK0pYg/o.jpg","False","https://www.yelp.com/biz/better-buzz-yoga-denver?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","17","yoga","Yoga","5.0","39.7765","-105.02117","","","","2714 W 44th Ave","null","","Denver","80211","US","CO","2714 W 44th Ave","Denver, CO 80211","","","+13034956996","(303) 495-6996","6293.740849320015","","",""
"8CTiSRJqt9bvBQL6QC0qaA","immersive-gamebox-denver-denver","Immersive Gamebox - Denver","https://s3-media1.fl.yelpcdn.com/bphoto/hiXc8qMbwsP5jwjg34yDGA/o.jpg","False","https://www.yelp.com/biz/immersive-gamebox-denver-denver?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","41","virtualrealitycenters","Virtual Reality Centers","5.0","39.72976","-104.93964","","","","825 Albion St","null","","Denver","80220","US","CO","825 Albion St","Denver, CO 80220","","","","","2694.224509127507","","",""
"","","","","","","","arcades","Arcades","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","escapegames","Escape Games","","","","","","","","","","","","","","","","","","","","","","",""
"zKHF_GUNIhlfTN4p0dtXBg","joyful-journeys-community-enrichment-broomfield","Joyful Journeys Community Enrichment","https://s3-media2.fl.yelpcdn.com/bphoto/Q4KLmvq443oBh_QhJbRkiw/o.jpg","False","https://www.yelp.com/biz/joyful-journeys-community-enrichment-broomfield?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","4","thrift_stores","Thrift Stores","5.0","39.9087273225034","-105.0730061732658","","","","6900 W 117th Ave","Ste 400","","Broomfield","80020","US","CO","6900 W 117th Ave","Ste 400","Broomfield, CO 80020","","+13036679695","(303) 667-9695","21164.523619762746","","",""
"","","","","","","","nonprofit","Community Service/Non-Profit","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","kids_activities","Kids Activities","","","","","","","","","","","","","","","","","","","","","","",""
"X3K29QK1Ta-ARwsvaFVkxg","start-fresh-fitness-weight-management-broomfield-3","Start Fresh Fitness- Weight Management","https://s3-media2.fl.yelpcdn.com/bphoto/bLyZQqGVjvkAlXKEwhWbag/o.jpg","False","https://www.yelp.com/biz/start-fresh-fitness-weight-management-broomfield-3?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","4","weightlosscenters","Weight Loss Centers","5.0","39.941818","-105.023427","","","","2954 W 135th Ave","","","Broomfield","80020","US","CO","2954 W 135th Ave","Broomfield, CO 80020","","","+17202267351","(720) 226-7351","23388.629957320034","","",""
"","","","","","","","healthtrainers","Trainers","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","nutritionists","Nutritionists","","","","","","","","","","","","","","","","","","","","","","",""
"pjzOU_IocHuDXn-mrCLH4A","total-health-and-exercise-englewood","Total Health and Exercise","https://s3-media4.fl.yelpcdn.com/bphoto/_GjdkxpkM4zT2PTWWkATfA/o.jpg","False","https://www.yelp.com/biz/total-health-and-exercise-englewood?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","4","healthtrainers","Trainers","5.0","39.5898704528809","-104.922172546387","","","","6979 S Holly Cir","Ste B-1","","Englewood","80112","US","CO","6979 S Holly Cir","Ste B-1","Englewood, CO 80112","","+17202203455","(720) 220-3455","16695.39285953772","","",""
"","","","","","","","gyms","Gyms","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","nutritionists","Nutritionists","","","","","","","","","","","","","","","","","","","","","","",""
"vYkziSou3xv3p5I2rbFTpg","block-1750-boulder","Block 1750","https://s3-media2.fl.yelpcdn.com/bphoto/JFYDMgXUA6ssx8LEPQX5wQ/o.jpg","False","https://www.yelp.com/biz/block-1750-boulder?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","4","dancestudio","Dance Studios","5.0","40.01725","-105.25239","","","","1750 30th St","Ste 22","","Boulder","80301","US","CO","1750 30th St","Ste 22","Boulder, CO 80301","","+13036549617","(303) 654-9617","39528.764153562166","","",""
"","","","","","","","venues","Venues & Event Spaces","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","dance_schools","Dance Schools","","","","","","","","","","","","","","","","","","","","","","",""
"L1SKPThwFqtD7a1usgQqtw","carson-nature-center-south-platte-park-littleton","Carson Nature Center-South Platte Park","https://s3-media2.fl.yelpcdn.com/bphoto/GhvAP_kYIhThDhMnKkAOeA/o.jpg","False","https://www.yelp.com/biz/carson-nature-center-south-platte-park-littleton?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","4","parks","Parks","5.0","39.5831202","-105.0287666","","","","3000 W Carson Dr","","","Littleton","80120","US","CO","3000 W Carson Dr","Littleton, CO 80120","","","+13037301022","(303) 730-1022","17670.418586367","","",""
"","","","","","","","hiking","Hiking","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","fishing","Fishing","","","","","","","","","","","","","","","","","","","","","","",""
"amFAM-0Ss2w504HvqWhgAg","aspen-and-pine-denver","Aspen & Pine","https://s3-media4.fl.yelpcdn.com/bphoto/H1fu0SukW8q4ZyeO2sPOfQ/o.jpg","False","https://www.yelp.com/biz/aspen-and-pine-denver?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","4","swimwear","Swimwear","5.0","39.758657","-105.045038","","","","4433 W 29th Ave","Ste 106","","Denver","80212","US","CO","4433 W 29th Ave","Ste 106","Denver, CO 80212","","+17204860991","(720) 486-0991","6892.357140189125","","",""
"","","","","","","","outdoorgear","Outdoor Gear","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","paddleboarding","Paddleboarding","","","","","","","","","","","","","","","","","","","","","","",""
"0Vul_5fW7H-A5kLPmuAPTw","petite-musician-wheat-ridge","Petite Musician","https://s3-media2.fl.yelpcdn.com/bphoto/PIkfMB4HBMo1p-HiCf9DUw/o.jpg","False","https://www.yelp.com/biz/petite-musician-wheat-ridge?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","4","musicalinstrumentsandteachers","Musical Instruments & Teachers","5.0","39.7677414","-105.1353522","","","","12200 West 38th Ave","","","Wheat Ridge","80033","US","CO","12200 West 38th Ave","Wheat Ridge, CO 80033","","","+13032022626","(303) 202-2626","14562.362080568088","","",""
"","","","","","","","kids_activities","Kids Activities","","","","","","","","","","","","","","","","","","","","","","",""
"4QpWMvEaIx7euyWw16fU5g","endorphin-central-park-denver","Endorphin Central Park","https://s3-media3.fl.yelpcdn.com/bphoto/HDlXxL98HyDoJLn85kTZ-g/o.jpg","False","https://www.yelp.com/biz/endorphin-central-park-denver?adjust_creative=CSd6XTHR0DfUmDUFsIPk6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CSd6XTHR0DfUmDUFsIPk6g","4","gyms","Gyms","5.0","39.75972","-104.86901","","","","10155 E 29th Dr","Ste 130","null","Denver","80238","US","CO","10155 E 29th Dr","Ste 130","Denver, CO 80238","","+13039934041","(303) 993-4041","9078.363545819586","","",""
"","","","","","","","yoga","Yoga","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","cyclingclasses","Cycling Classes","","","","","","","","","","","","","","","","","","","","","","",""
